timestamp,project_id,budget,project_location,tower_type,substation_type,tax_rate,project_size_km,project_start_month,project_end_month,lead_time_days,commodity_price_index,region_risk_flag,quantity_steel_tons,quantity_copper_tons,quantity_cement_tons,quantity_aluminum_tons,quantity_insulators_count,quantity_conductors_tons,quantity_transformers_count,quantity_switchgears_count,quantity_cables_count,quantity_protective_relays_count,quantity_oil_tons,quantity_foundation_concrete_tons,quantity_bolts_count
01-09-2025,P0267,23994799.58,South,Suspension,132 kV AIS,18,100,2,9,30,110.34,Low,28.09,2.8,21.24,2.24,37,22.44,1,4,7,5,2.04,13.83,787
01-02-2025,P0268,14974038.49,East,Tension,220 kV GIS,28,200,2,11,43,101.42,Low,8.28,0.83,6.29,0.67,115,6.59,2,4,6,4,2.48,4.22,428
01-03-2025,P0268,14974038.49,East,Tension,220 kV GIS,28,200,2,11,50,102.54,Low,11.39,1.13,8.65,0.91,158,9.29,2,4,6,4,2.36,5.79,428
01-04-2025,P0268,14974038.49,East,Tension,220 kV GIS,28,200,2,11,51,104.47,Low,14.72,1.44,10.91,1.17,198,11.8,2,3,5,4,2.09,7.3,428
01-05-2025,P0268,14974038.49,East,Tension,220 kV GIS,28,200,2,11,35,103.7,Low,17.23,1.73,13.27,1.38,240,13.85,2,4,5,4,2,8.57,428
01-06-2025,P0268,14974038.49,East,Tension,220 kV GIS,28,200,2,11,20,107.86,Low,19.66,1.93,14.48,1.56,264,15.58,2,3,6,5,2.08,9.7,428
01-07-2025,P0268,14974038.49,East,Tension,220 kV GIS,28,200,2,11,44,107.34,Low,14.9,1.48,11.15,1.19,199,12.1,2,3,5,5,2.18,7.33,428
01-08-2025,P0268,14974038.49,East,Tension,220 kV GIS,28,200,2,11,31,104.59,Low,13.44,1.34,10.05,1.11,189,10.98,1,4,6,4,2.13,6.75,428
01-09-2025,P0268,14974038.49,East,Tension,220 kV GIS,28,200,2,11,26,105.87,Low,15.88,1.59,12.08,1.27,213,12.52,2,3,5,4,2.41,7.89,428
01-10-2025,P0268,14974038.49,East,Tension,220 kV GIS,28,200,2,11,46,114.2,Low,14.75,1.49,10.75,1.18,197,11.58,2,4,5,4,2.17,7.45,428
01-11-2025,P0268,14974038.49,East,Tension,220 kV GIS,28,200,2,11,48,115.46,Low,12.76,1.26,9.6,1,170,9.91,2,4,6,5,2.5,6.33,428
01-01-2025,P0269,27456270.89,North,Suspension,220 kV GIS,18,100,1,6,38,101.28,Low,26.73,2.73,20.57,2.13,151,21.92,2,4,5,4,2.18,13.67,788
01-02-2025,P0269,27456270.89,North,Suspension,220 kV GIS,18,100,1,6,37,101.07,Low,38.27,3.9,28.32,3.05,217,31.15,2,3,6,4,2.35,19.62,788
01-03-2025,P0269,27456270.89,North,Suspension,220 kV GIS,18,100,1,6,21,104.44,Low,50.63,5.13,37.12,3.98,285,40.3,1,4,5,4,2.18,24.9,788
01-04-2025,P0269,27456270.89,North,Suspension,220 kV GIS,18,100,1,6,40,103.61,Low,56.2,5.67,41.69,4.61,316,44.56,1,3,6,4,2.18,27.91,788
01-05-2025,P0269,27456270.89,North,Suspension,220 kV GIS,18,100,1,6,49,103.83,Low,56.32,5.44,41.72,4.38,318,43.64,2,4,7,4,2.27,27.65,788
01-06-2025,P0269,27456270.89,North,Suspension,220 kV GIS,18,100,1,6,45,106.3,Low,46.13,4.64,35.37,3.67,259,37.67,2,3,7,5,2.24,23.63,788
01-04-2025,P0270,51089164.27,Central,Terminal,220 kV GIS,18,80,4,9,20,102.04,Medium,58.39,5.91,44.79,4.78,153,47.07,1,3,5,4,2.44,29.63,1656
01-05-2025,P0270,51089164.27,Central,Terminal,220 kV GIS,18,80,4,9,20,103.15,Medium,94.23,9.48,69.61,7.54,246,74.27,2,4,5,5,2.41,47.64,1656
01-06-2025,P0270,51089164.27,Central,Terminal,220 kV GIS,18,80,4,9,35,104.2,Medium,121.65,12.38,90.07,9.71,324,99.12,2,4,7,4,2.42,61.63,1656
01-07-2025,P0270,51089164.27,Central,Terminal,220 kV GIS,18,80,4,9,34,107.52,Medium,96.25,9.82,72.52,7.75,253,76.14,1,3,7,4,2.09,47.38,1656
01-08-2025,P0270,51089164.27,Central,Terminal,220 kV GIS,18,80,4,9,58,111.81,Medium,86.27,8.48,62.95,6.79,220,67.43,1,3,7,4,2.41,42.01,1656
01-09-2025,P0270,51089164.27,Central,Terminal,220 kV GIS,18,80,4,9,31,105.4,Medium,86.64,8.39,65.07,6.72,226,69.07,2,3,5,5,2.26,42.03,1656
01-01-2025,P0271,24791579.47,East,Transposition,132 kV AIS,12,80,1,10,29,100.63,Medium,16.07,1.64,12.42,1.28,104,12.86,2,3,6,4,2.04,8.17,799
01-02-2025,P0271,24791579.47,East,Transposition,132 kV AIS,12,80,1,10,47,101.6,Medium,20.62,2.02,15.35,1.62,130,16.5,2,4,6,5,2.29,10.32,799
01-03-2025,P0271,24791579.47,East,Transposition,132 kV AIS,12,80,1,10,46,104.35,Medium,25.72,2.55,19.83,2.06,170,20.51,1,3,7,4,2.05,13.1,799
01-04-2025,P0271,24791579.47,East,Transposition,132 kV AIS,12,80,1,10,52,103.41,Medium,31,3.12,23.63,2.5,199,24.94,2,3,7,5,2.38,15.5,799
01-05-2025,P0271,24791579.47,East,Transposition,132 kV AIS,12,80,1,10,30,103.7,Medium,34.37,3.53,26.07,2.79,223,27.57,2,4,6,4,2.04,17.65,799
01-06-2025,P0271,24791579.47,East,Transposition,132 kV AIS,12,80,1,10,39,103.72,Medium,38.08,3.69,28.43,2.95,241,29.82,1,4,7,5,2.46,18.9,799
01-07-2025,P0271,24791579.47,East,Transposition,132 kV AIS,12,80,1,10,41,107.35,Medium,27.31,2.72,20.41,2.14,174,21.39,2,4,5,4,2.02,13.42,799
01-08-2025,P0271,24791579.47,East,Transposition,132 kV AIS,12,80,1,10,48,108.45,Medium,23.89,2.34,17.51,1.88,150,19.26,2,3,5,5,2.39,11.88,799
01-09-2025,P0271,24791579.47,East,Transposition,132 kV AIS,12,80,1,10,52,108.11,Medium,25.7,2.61,19.56,2.1,166,20.87,2,4,5,4,2.24,13.14,799
01-10-2025,P0271,24791579.47,East,Transposition,132 kV AIS,12,80,1,10,46,112.73,Medium,22.4,2.26,16.53,1.83,146,17.92,1,4,5,4,2.32,11.14,799
01-02-2025,P0272,7078861.14,West,Terminal,400 kV AIS,12,200,2,8,31,102.07,Low,7,0.69,5.09,0.54,41,5.47,3,7,11,9,4.26,3.39,247
01-03-2025,P0272,7078861.14,West,Terminal,400 kV AIS,12,200,2,8,52,102.42,Low,10.3,1.03,7.77,0.84,62,8.14,2,7,12,9,4.44,5.13,247
01-04-2025,P0272,7078861.14,West,Terminal,400 kV AIS,12,200,2,8,48,105.93,Low,13.79,1.35,10.32,1.07,80,10.78,3,7,11,8,4.5,6.69,247
01-05-2025,P0272,7078861.14,West,Terminal,400 kV AIS,12,200,2,8,22,105.37,Low,15.99,1.55,11.82,1.27,93,12.55,2,7,12,8,4.14,7.99,247
01-06-2025,P0272,7078861.14,West,Terminal,400 kV AIS,12,200,2,8,48,105.69,Low,16.42,1.63,12.17,1.32,97,13.4,3,7,12,9,4.23,8.31,247
01-07-2025,P0272,7078861.14,West,Terminal,400 kV AIS,12,200,2,8,48,108.45,Low,11.15,1.09,8.39,0.87,66,8.66,2,7,11,8,4.13,5.42,247
01-08-2025,P0272,7078861.14,West,Terminal,400 kV AIS,12,200,2,8,28,106.08,Low,8.46,0.83,6.18,0.66,50,6.74,2,6,10,8,4.37,4.09,247
01-03-2025,P0273,12471645.82,North,Suspension,400 kV GIS,18,50,3,11,36,101.98,Low,9.57,0.96,7,0.75,90,7.44,2,6,11,8,4.3,4.8,417
01-04-2025,P0273,12471645.82,North,Suspension,400 kV GIS,18,50,3,11,49,102.32,Low,13.1,1.31,9.93,1.09,129,10.6,2,6,11,8,4.06,6.71,417
01-05-2025,P0273,12471645.82,North,Suspension,400 kV GIS,18,50,3,11,37,104.96,Low,17.32,1.7,12.94,1.36,164,13.49,3,7,11,8,4.03,8.64,417
01-06-2025,P0273,12471645.82,North,Suspension,400 kV GIS,18,50,3,11,59,105.3,Low,20.15,2,15.22,1.6,192,16.55,3,6,12,9,4.48,10.32,417
01-07-2025,P0273,12471645.82,North,Suspension,400 kV GIS,18,50,3,11,34,104.66,Low,16.23,1.59,12,1.27,155,12.59,3,7,11,9,4.06,8.14,417
01-08-2025,P0273,12471645.82,North,Suspension,400 kV GIS,18,50,3,11,28,111.24,Low,14.77,1.53,11.35,1.19,147,11.87,2,6,12,9,4.47,7.58,417
01-09-2025,P0273,12471645.82,North,Suspension,400 kV GIS,18,50,3,11,37,111.38,Low,17.61,1.75,13.3,1.42,170,13.96,2,7,10,9,4.19,8.98,417
01-10-2025,P0273,12471645.82,North,Suspension,400 kV GIS,18,50,3,11,33,112.61,Low,16.14,1.61,12.33,1.29,155,13.19,2,6,12,8,4.32,8.28,417
01-11-2025,P0273,12471645.82,North,Suspension,400 kV GIS,18,50,3,11,31,115.61,Low,14.02,1.42,10.57,1.13,135,11.21,2,7,10,8,4.45,7.01,417
01-03-2025,P0274,52635852.32,East,Transposition,132 kV AIS,12,150,3,10,36,103.22,High,43.65,4.29,31.97,3.41,164,34.29,2,3,7,5,2.42,21.86,1691
01-04-2025,P0274,52635852.32,East,Transposition,132 kV AIS,12,150,3,10,12,103.25,High,63.73,6.38,46.61,5.01,238,50.48,2,3,5,5,2.2,31.93,1691
01-05-2025,P0274,52635852.32,East,Transposition,132 kV AIS,12,150,3,10,37,104.13,High,80.43,8.27,60.87,6.55,308,65.56,1,3,6,4,2.02,41.31,1691
01-06-2025,P0274,52635852.32,East,Transposition,132 kV AIS,12,150,3,10,39,104.37,High,96.75,9.39,70.51,7.52,358,76.61,2,3,6,5,2.11,48.02,1691
01-07-2025,P0274,52635852.32,East,Transposition,132 kV AIS,12,150,3,10,26,108.71,High,74.43,7.27,55.75,5.88,279,59.54,2,4,6,5,2.18,37.43,1691
01-08-2025,P0274,52635852.32,East,Transposition,132 kV AIS,12,150,3,10,12,105.26,High,66.43,6.6,49.34,5.42,245,54.28,2,3,6,4,2.18,32.96,1691
01-09-2025,P0274,52635852.32,East,Transposition,132 kV AIS,12,150,3,10,37,104.59,High,72.93,7.31,56.02,5.88,279,58.32,2,4,7,4,2.35,36.96,1691
01-10-2025,P0274,52635852.32,East,Transposition,132 kV AIS,12,150,3,10,30,106.41,High,62.41,6.3,46.29,5.04,240,50.38,1,3,5,4,2.25,31.72,1691
01-01-2025,P0275,7826733.36,North,Terminal,400 kV AIS,28,50,1,6,48,101.12,Medium,7.64,0.75,5.63,0.61,150,6.04,2,6,11,9,4.09,3.81,221
01-02-2025,P0275,7826733.36,North,Terminal,400 kV AIS,28,50,1,6,58,102.24,Medium,10.95,1.09,8.01,0.87,216,8.66,2,6,11,9,4.17,5.39,221
01-03-2025,P0275,7826733.36,North,Terminal,400 kV AIS,28,50,1,6,34,104.34,Medium,14.24,1.44,10.63,1.12,288,11.19,3,7,12,9,4.48,7.13,221
01-04-2025,P0275,7826733.36,North,Terminal,400 kV AIS,28,50,1,6,56,104.51,Medium,16.17,1.62,11.93,1.29,318,12.9,2,6,10,9,4.09,8.12,221
01-05-2025,P0275,7826733.36,North,Terminal,400 kV AIS,28,50,1,6,56,105.74,Medium,15.9,1.56,11.8,1.23,316,12.36,3,7,11,9,4.31,7.7,221
01-06-2025,P0275,7826733.36,North,Terminal,400 kV AIS,28,50,1,6,25,106.1,Medium,13.21,1.3,9.74,1.06,266,10.44,3,7,11,9,4.31,6.52,221
01-04-2025,P0276,54361672.5,Central,Transposition,400 kV GIS,18,80,4,11,26,103.49,Low,44.6,4.37,33.44,3.59,142,35.84,2,7,12,8,4.32,21.94,1650
01-05-2025,P0276,54361672.5,Central,Transposition,400 kV GIS,18,80,4,11,42,105.85,Low,64.39,6.44,48.28,5.18,208,52.36,2,7,11,8,4.12,31.64,1650
01-06-2025,P0276,54361672.5,Central,Transposition,400 kV GIS,18,80,4,11,49,106.71,Low,82.65,8.14,62.83,6.63,267,66.83,2,7,11,9,4.48,40.96,1650
01-07-2025,P0276,54361672.5,Central,Transposition,400 kV GIS,18,80,4,11,33,109.62,Low,69.23,6.79,52.47,5.46,222,54.62,3,7,10,8,4.07,33.94,1650
01-08-2025,P0276,54361672.5,Central,Transposition,400 kV GIS,18,80,4,11,59,105.89,Low,68.22,6.73,49.69,5.34,216,53.73,3,6,10,8,4.5,33.18,1650
01-09-2025,P0276,54361672.5,Central,Transposition,400 kV GIS,18,80,4,11,26,109.44,Low,80.43,8,62.15,6.55,259,66.25,3,6,10,9,4.25,40.15,1650
01-10-2025,P0276,54361672.5,Central,Transposition,400 kV GIS,18,80,4,11,20,107.37,Low,75.07,7.6,57.69,6.1,247,60.35,2,6,10,9,4.33,37.91,1650
01-11-2025,P0276,54361672.5,Central,Transposition,400 kV GIS,18,80,4,11,48,107.81,Low,63.03,6.35,48.51,5.08,207,52.33,3,7,10,8,4.32,32.44,1650
01-04-2025,P0277,41623112.41,Central,Terminal,220 kV AIS,12,200,4,12,57,105.88,Medium,30.99,3.12,22.61,2.44,91,24.43,1,3,5,4,2.31,15.41,1429
01-05-2025,P0277,41623112.41,Central,Terminal,220 kV AIS,12,200,4,12,21,103.28,Medium,42.73,4.13,31.78,3.34,124,34.29,1,4,6,5,2.02,21.08,1429
01-06-2025,P0277,41623112.41,Central,Terminal,220 kV AIS,12,200,4,12,59,103.68,Medium,53.07,5.4,39.65,4.18,158,43.43,1,3,5,5,2.07,26.2,1429
01-07-2025,P0277,41623112.41,Central,Terminal,220 kV AIS,12,200,4,12,34,109.95,Medium,44.19,4.47,33.72,3.53,132,35.85,2,3,5,4,2.08,22.6,1429
01-08-2025,P0277,41623112.41,Central,Terminal,220 kV AIS,12,200,4,12,40,109.05,Medium,45.22,4.59,34.56,3.62,139,37.15,1,3,5,4,2.35,22.56,1429
01-09-2025,P0277,41623112.41,Central,Terminal,220 kV AIS,12,200,4,12,20,111.82,Medium,57.34,5.87,43.95,4.67,176,45.85,1,3,5,5,2.17,28.86,1429
01-10-2025,P0277,41623112.41,Central,Terminal,220 kV AIS,12,200,4,12,42,105.13,Medium,59.01,6.1,44.35,4.83,178,48.01,2,3,6,4,2.04,29.82,1429
01-11-2025,P0277,41623112.41,Central,Terminal,220 kV AIS,12,200,4,12,44,114.26,Medium,58.54,5.78,42.88,4.64,174,46.08,2,4,7,4,2.49,28.59,1429
01-12-2025,P0277,41623112.41,Central,Terminal,220 kV AIS,12,200,4,12,20,110.04,Medium,53.99,5.33,40.73,4.19,161,42.2,2,3,6,4,2.23,26.97,1429
01-03-2025,P0278,24277965.57,Central,Terminal,400 kV GIS,18,100,3,12,41,103.6,Low,14.87,1.47,11.18,1.18,105,11.7,3,6,10,9,4.14,7.41,727
01-04-2025,P0278,24277965.57,Central,Terminal,400 kV GIS,18,100,3,12,59,105.78,Low,20.24,2.05,15.44,1.67,144,16.1,2,7,11,9,4.4,10.33,727
01-05-2025,P0278,24277965.57,Central,Terminal,400 kV GIS,18,100,3,12,43,107.11,Low,26,2.56,19.1,2.09,181,20.68,3,7,12,9,4.39,12.96,727
01-06-2025,P0278,24277965.57,Central,Terminal,400 kV GIS,18,100,3,12,27,105.2,Low,31.03,3.06,23.19,2.43,221,24.79,2,7,12,9,4.27,15.42,727
01-07-2025,P0278,24277965.57,Central,Terminal,400 kV GIS,18,100,3,12,58,106.09,Low,24.98,2.44,18.35,2,173,19.65,2,7,10,9,4.27,12.42,727
01-08-2025,P0278,24277965.57,Central,Terminal,400 kV GIS,18,100,3,12,37,107.14,Low,23.56,2.36,17.65,1.9,167,18.72,3,7,11,8,4.09,11.76,727
01-09-2025,P0278,24277965.57,Central,Terminal,400 kV GIS,18,100,3,12,48,107.47,Low,28.96,2.92,21.85,2.33,208,22.9,3,7,11,8,4.27,14.32,727
01-10-2025,P0278,24277965.57,Central,Terminal,400 kV GIS,18,100,3,12,41,109.64,Low,28,2.86,20.95,2.26,197,22.7,3,6,12,8,4.43,14.38,727
01-11-2025,P0278,24277965.57,Central,Terminal,400 kV GIS,18,100,3,12,43,108.52,Low,26.31,2.63,19.14,2.05,181,20.69,2,6,10,9,4.17,12.96,727
01-12-2025,P0278,24277965.57,Central,Terminal,400 kV GIS,18,100,3,12,23,110.99,Low,22.59,2.22,16.81,1.8,160,17.95,2,7,10,9,4.32,11.21,727
01-02-2025,P0279,40039472.5,Central,Suspension,765 kV AIS,18,50,2,10,47,101.5,Medium,27.57,2.7,20.11,2.22,109,21.48,3,10,16,13,6.41,13.45,1266
01-03-2025,P0279,40039472.5,Central,Suspension,765 kV AIS,18,50,2,10,57,104.35,Medium,39.38,3.81,28.9,3.14,153,31.09,3,9,17,13,6.48,19.66,1266
01-04-2025,P0279,40039472.5,Central,Suspension,765 kV AIS,18,50,2,10,59,102.53,Medium,49.48,5.03,37.58,4.04,197,40.32,4,9,15,13,6.48,25,1266
01-05-2025,P0279,40039472.5,Central,Suspension,765 kV AIS,18,50,2,10,46,105.47,Medium,59.91,5.8,43.74,4.71,242,47,4,9,16,13,6.02,30.01,1266
01-06-2025,P0279,40039472.5,Central,Suspension,765 kV AIS,18,50,2,10,43,105.2,Medium,66.95,6.59,49.37,5.3,262,52.09,3,10,15,13,6,32.39,1266
01-07-2025,P0279,40039472.5,Central,Suspension,765 kV AIS,18,50,2,10,55,107.4,Medium,48.6,4.94,35.81,3.93,198,38.23,4,10,15,12,6.41,24.56,1266
01-08-2025,P0279,40039472.5,Central,Suspension,765 kV AIS,18,50,2,10,47,105.29,Medium,43.05,4.33,32.51,3.48,174,33.89,4,10,17,13,6.31,21.78,1266
01-09-2025,P0279,40039472.5,Central,Suspension,765 kV AIS,18,50,2,10,58,108.45,Medium,47.69,4.79,36.12,3.84,187,38.03,4,10,17,13,6.29,23.96,1266
01-10-2025,P0279,40039472.5,Central,Suspension,765 kV AIS,18,50,2,10,45,114.94,Medium,39.96,4.11,30.9,3.2,163,32.63,3,9,15,12,6.37,19.98,1266
01-03-2025,P0280,24097968.45,North,Suspension,400 kV GIS,28,50,3,8,23,102.78,High,22,2.23,17.06,1.82,67,17.66,3,6,11,9,4.15,11.14,652
01-04-2025,P0280,24097968.45,North,Suspension,400 kV GIS,28,50,3,8,11,104.31,High,35.27,3.46,26.59,2.81,107,28.53,2,6,12,9,4.32,17.32,652
01-05-2025,P0280,24097968.45,North,Suspension,400 kV GIS,28,50,3,8,27,102.87,High,45.3,4.58,34.53,3.74,143,36.89,2,6,11,8,4.24,22.53,652
01-06-2025,P0280,24097968.45,North,Suspension,400 kV GIS,28,50,3,8,10,107.67,High,51.91,5.21,39.17,4.1,155,40.49,2,7,11,9,4.19,25.8,652
01-07-2025,P0280,24097968.45,North,Suspension,400 kV GIS,28,50,3,8,31,106.78,High,36.09,3.55,26.96,2.83,108,28.08,3,6,10,8,4.13,17.41,652
01-08-2025,P0280,24097968.45,North,Suspension,400 kV GIS,28,50,3,8,36,110.72,High,26.62,2.71,19.84,2.13,83,21.8,3,6,11,9,4.39,13.53,652
01-03-2025,P0281,33076219.57,East,Transposition,HVDC,12,150,3,12,24,103.73,Medium,17.26,1.74,13.11,1.38,88,13.52,5,12,22,16,8.45,8.45,1013
01-04-2025,P0281,33076219.57,East,Transposition,HVDC,12,150,3,12,27,103.74,Medium,23.02,2.26,17.28,1.79,117,17.9,5,13,20,16,8.46,11.26,1013
01-05-2025,P0281,33076219.57,East,Transposition,HVDC,12,150,3,12,35,103.76,Medium,28.78,2.84,21.66,2.27,144,22.72,5,13,20,16,8.41,14.25,1013
01-06-2025,P0281,33076219.57,East,Transposition,HVDC,12,150,3,12,48,108.21,Medium,33.69,3.39,25.26,2.74,171,27.08,4,13,21,16,8.29,17.22,1013
01-07-2025,P0281,33076219.57,East,Transposition,HVDC,12,150,3,12,45,108.82,Medium,27.48,2.74,20.17,2.15,143,22.18,4,13,22,17,8.03,13.5,1013
01-08-2025,P0281,33076219.57,East,Transposition,HVDC,12,150,3,12,42,107.42,Medium,26.95,2.71,20.15,2.14,140,21.42,5,12,22,17,8.34,13.68,1013
01-09-2025,P0281,33076219.57,East,Transposition,HVDC,12,150,3,12,41,109.19,Medium,34.94,3.42,25.44,2.77,178,27.91,4,12,20,16,8.15,17.18,1013
01-10-2025,P0281,33076219.57,East,Transposition,HVDC,12,150,3,12,38,107.53,Medium,36.2,3.49,26.48,2.84,181,28.03,4,12,22,16,8.26,17.61,1013
01-11-2025,P0281,33076219.57,East,Transposition,HVDC,12,150,3,12,49,115.16,Medium,35.19,3.58,26.83,2.8,184,27.91,4,13,21,16,8.02,17.83,1013
01-12-2025,P0281,33076219.57,East,Transposition,HVDC,12,150,3,12,28,114.67,Medium,34.29,3.44,25.71,2.71,174,27.37,5,13,21,16,8.23,17.14,1013
01-01-2025,P0282,42977906.26,South,Suspension,765 kV GIS,18,100,1,11,52,101.3,Medium,26.3,2.63,19.73,2.14,91,21,3,10,16,12,6.27,13.52,1434
01-02-2025,P0282,42977906.26,South,Suspension,765 kV GIS,18,100,1,11,20,101.25,Medium,31.79,3.2,23.96,2.55,111,25.47,4,9,16,12,6.22,16.25,1434
01-03-2025,P0282,42977906.26,South,Suspension,765 kV GIS,18,100,1,11,56,104.32,Medium,41.27,4.04,30.17,3.31,140,33.34,4,9,15,13,6.29,20.44,1434
01-04-2025,P0282,42977906.26,South,Suspension,765 kV GIS,18,100,1,11,31,104.19,Medium,49.21,4.84,37.43,3.86,164,38.95,3,10,17,13,6.34,24.22,1434
01-05-2025,P0282,42977906.26,South,Suspension,765 kV GIS,18,100,1,11,24,105.52,Medium,56.95,5.54,41.79,4.5,193,44.99,3,9,16,13,6.01,27.76,1434
01-06-2025,P0282,42977906.26,South,Suspension,765 kV GIS,18,100,1,11,31,107.13,Medium,61.79,6.16,45.63,4.87,208,49.07,4,10,15,13,6.44,30.69,1434
01-07-2025,P0282,42977906.26,South,Suspension,765 kV GIS,18,100,1,11,58,103.85,Medium,44.83,4.51,33.28,3.56,154,36.12,3,10,16,13,6.23,22.75,1434
01-08-2025,P0282,42977906.26,South,Suspension,765 kV GIS,18,100,1,11,29,110.49,Medium,40.08,4.09,30.81,3.23,140,33.11,3,10,16,13,6.3,20.16,1434
01-09-2025,P0282,42977906.26,South,Suspension,765 kV GIS,18,100,1,11,55,110.21,Medium,47.46,4.65,34.69,3.73,161,37.26,3,10,17,12,6.43,23.54,1434
01-10-2025,P0282,42977906.26,South,Suspension,765 kV GIS,18,100,1,11,47,106.01,Medium,42.39,4.28,32.32,3.51,149,34.82,4,10,17,12,6.2,21.53,1434
01-11-2025,P0282,42977906.26,South,Suspension,765 kV GIS,18,100,1,11,26,107.44,Medium,37.34,3.81,27.71,2.99,129,29.47,3,10,15,13,6.14,18.68,1434
01-02-2025,P0283,12399840.39,East,Terminal,132 kV AIS,28,150,2,11,58,101.71,Medium,6.91,0.67,5.09,0.54,149,5.47,1,3,5,4,2.19,3.45,350
01-03-2025,P0283,12399840.39,East,Terminal,132 kV AIS,28,150,2,11,50,102.39,Medium,9.37,0.94,7.16,0.74,204,7.58,1,3,7,4,2.2,4.67,350
01-04-2025,P0283,12399840.39,East,Terminal,132 kV AIS,28,150,2,11,58,104.05,Medium,12.19,1.19,8.94,0.97,259,9.55,1,3,6,5,2.35,5.97,350
01-05-2025,P0283,12399840.39,East,Terminal,132 kV AIS,28,150,2,11,41,102.77,Medium,14.39,1.42,10.83,1.13,315,11.59,1,3,7,4,2.39,7.16,350
01-06-2025,P0283,12399840.39,East,Terminal,132 kV AIS,28,150,2,11,30,108.26,Medium,16.35,1.58,12.18,1.29,346,13.03,2,4,7,5,2.33,7.91,350
01-07-2025,P0283,12399840.39,East,Terminal,132 kV AIS,28,150,2,11,30,107.01,Medium,11.99,1.22,9.08,0.96,266,9.81,1,4,5,4,2.08,6.05,350
01-08-2025,P0283,12399840.39,East,Terminal,132 kV AIS,28,150,2,11,58,106.38,Medium,11.31,1.1,8.27,0.91,242,8.92,1,4,5,4,2.27,5.56,350
01-09-2025,P0283,12399840.39,East,Terminal,132 kV AIS,28,150,2,11,27,109.8,Medium,12.82,1.3,9.82,1.03,286,10.47,1,3,5,5,2.3,6.53,350
01-10-2025,P0283,12399840.39,East,Terminal,132 kV AIS,28,150,2,11,41,112.36,Medium,11.92,1.17,9.04,0.94,259,9.51,1,4,7,5,2.11,5.89,350
01-11-2025,P0283,12399840.39,East,Terminal,132 kV AIS,28,150,2,11,44,110.17,Medium,10.51,1.02,7.77,0.84,230,8.33,2,4,6,5,2.45,5.07,350
01-03-2025,P0284,42381332.09,West,Terminal,220 kV AIS,18,50,3,10,20,102.85,Low,33.33,3.35,24.85,2.65,138,26.81,1,3,5,5,2.41,16.85,1317
01-04-2025,P0284,42381332.09,West,Terminal,220 kV AIS,18,50,3,10,53,102.28,Low,48.19,4.98,36.2,3.87,200,38.78,1,3,6,5,2.01,24.23,1317
01-05-2025,P0284,42381332.09,West,Terminal,220 kV AIS,18,50,3,10,21,105.21,Low,64.19,6.24,48.09,5.04,259,49.71,2,3,6,4,2.44,31.3,1317
01-06-2025,P0284,42381332.09,West,Terminal,220 kV AIS,18,50,3,10,27,104.91,Low,75.58,7.43,56.44,5.9,316,58.97,1,4,7,5,2.32,37.75,1317
01-07-2025,P0284,42381332.09,West,Terminal,220 kV AIS,18,50,3,10,21,109.3,Low,56.28,5.66,42.78,4.56,234,45.81,1,3,7,5,2.15,29.13,1317
01-08-2025,P0284,42381332.09,West,Terminal,220 kV AIS,18,50,3,10,52,104.04,Low,52.57,5.19,38.82,4.23,216,41.5,1,3,6,5,2.02,26.22,1317
01-09-2025,P0284,42381332.09,West,Terminal,220 kV AIS,18,50,3,10,32,107.02,Low,57.14,5.65,43.7,4.6,241,46.43,2,4,6,5,2.32,29.22,1317
01-10-2025,P0284,42381332.09,West,Terminal,220 kV AIS,18,50,3,10,47,109.94,Low,48.77,4.91,36.05,3.86,205,39.88,1,4,5,4,2.47,24.93,1317
01-04-2025,P0285,22428788.21,North,Transposition,400 kV AIS,18,100,4,12,37,103.68,Medium,13.67,1.35,10.06,1.08,125,11.03,2,6,12,8,4.23,6.91,699
01-05-2025,P0285,22428788.21,North,Transposition,400 kV AIS,18,100,4,12,55,105.67,Medium,18.52,1.8,13.81,1.44,168,14.69,2,6,11,9,4.12,9.24,699
01-06-2025,P0285,22428788.21,North,Transposition,400 kV AIS,18,100,4,12,47,104.43,Medium,22.93,2.31,17.31,1.86,211,18.4,2,6,12,9,4.37,11.66,699
01-07-2025,P0285,22428788.21,North,Transposition,400 kV AIS,18,100,4,12,51,108.11,Medium,19.27,1.96,14.76,1.57,173,15.8,3,7,12,8,4.05,9.69,699
01-08-2025,P0285,22428788.21,North,Transposition,400 kV AIS,18,100,4,12,45,109.1,Medium,19.54,2,15.11,1.58,183,15.59,3,6,11,9,4.35,9.86,699
01-09-2025,P0285,22428788.21,North,Transposition,400 kV AIS,18,100,4,12,30,106.43,Medium,25.93,2.56,19.2,2.03,239,21.08,3,6,11,8,4.05,13.12,699
01-10-2025,P0285,22428788.21,North,Transposition,400 kV AIS,18,100,4,12,49,105.02,Medium,26.71,2.69,20.07,2.15,242,21.45,3,6,12,9,4.49,13.82,699
01-11-2025,P0285,22428788.21,North,Transposition,400 kV AIS,18,100,4,12,23,109.34,Medium,27.8,2.76,20.35,2.15,252,22.06,2,7,12,8,4.46,13.9,699
01-12-2025,P0285,22428788.21,North,Transposition,400 kV AIS,18,100,4,12,55,116.74,Medium,26.23,2.66,19.89,2.07,237,21.06,2,7,10,8,4.16,13.38,699
