timestamp,project_id,budget,project_location,tower_type,substation_type,tax_rate,project_size_km,project_start_month,project_end_month,lead_time_days,commodity_price_index,region_risk_flag,quantity_steel_tons,quantity_copper_tons,quantity_cement_tons,quantity_aluminum_tons,quantity_insulators_count,quantity_conductors_tons,quantity_transformers_count,quantity_switchgears_count,quantity_cables_count,quantity_protective_relays_count,quantity_oil_tons,quantity_foundation_concrete_tons,quantity_bolts_count,start_date,end_date,project_duration_days,season
01-11-2025,P0229,43143249.82,East,Suspension,400 kV GIS,18,200,2,12,59,107.77,Low,62.08864109589042,4.74,35.19,3.7,118,37.37,2,7,12,8,4.14,23.64,1473,2022-04-30,2022-09-13,136,Summer
01-12-2025,P0229,43143249.82,East,Suspension,400 kV GIS,18,200,2,12,40,117.44,Low,49.28128767123288,4.33,32.12,3.48,108,34.34,2,6,12,9,4.23,21.32,1473,2022-11-21,2023-03-09,108,Winter
01-04-2025,P0230,48015409.28,West,Transposition,220 kV GIS,28,100,4,10,27,104.62,Medium,56.536504109589046,4.47,33.63,3.49,186,35.7,2,4,5,4,2.14,21.91,1444,2023-03-10,2023-06-24,106,Summer
01-05-2025,P0230,48015409.28,West,Transposition,220 kV GIS,28,100,4,10,25,105.02,Medium,76.34749315068494,6.69,50.7,5.33,280,54.11,2,3,7,4,2.34,32.87,1444,2024-11-27,2025-03-06,99,Winter
01-06-2025,P0230,48015409.28,West,Transposition,220 kV GIS,28,100,4,10,56,106.46,Medium,112.1807575342466,8.73,66.19,6.89,357,70.22,2,4,6,5,2.42,42.92,1444,2023-03-03,2023-07-20,139,Summer
01-07-2025,P0230,48015409.28,West,Transposition,220 kV GIS,28,100,4,10,41,108.95,Medium,85.60109589041096,7.16,53.18,5.69,297,56.24,2,3,7,4,2.19,35.31,1444,2023-01-29,2023-06-28,150,Winter
01-08-2025,P0230,48015409.28,West,Transposition,220 kV GIS,28,100,4,10,22,105.11,Medium,80.71684931506849,6.73,50.93,5.34,277,53.08,1,3,7,4,2.42,33.87,1444,2022-01-25,2022-06-29,155,Winter
01-09-2025,P0230,48015409.28,West,Transposition,220 kV GIS,28,100,4,10,48,113.39,Medium,93.5878191780822,7.53,56.44,5.93,317,60.25,2,4,5,5,2.03,38.0,1444,2025-06-30,2025-10-06,98,Summer
01-10-2025,P0230,48015409.28,West,Transposition,220 kV GIS,28,100,4,10,55,108.04,Medium,84.18586301369864,6.24,47.55,5.0,262,51.09,2,4,6,5,2.15,32.09,1444,2025-03-27,2025-08-28,154,Summer
01-04-2025,P0231,15718424.63,South,Transposition,765 kV AIS,18,100,4,12,21,105.87,Low,12.561095890410957,1.03,7.81,0.85,84,8.51,4,9,16,13,6.03,5.25,489,2024-12-02,2025-05-01,150,Winter
01-05-2025,P0231,15718424.63,South,Transposition,765 kV AIS,18,100,4,12,59,105.49,Low,17.811365753424656,1.43,10.98,1.15,111,11.57,4,10,17,13,6.44,7.17,489,2023-04-24,2023-08-05,103,Summer
01-06-2025,P0231,15718424.63,South,Transposition,765 kV AIS,18,100,4,12,30,105.01,Low,24.044598630136985,1.8,13.67,1.48,141,14.82,4,10,15,12,6.06,9.25,489,2022-03-19,2022-07-30,133,Summer
01-07-2025,P0231,15718424.63,South,Transposition,765 kV AIS,18,100,4,12,50,107.94,Low,20.151095890410964,1.54,11.35,1.22,123,12.25,3,10,15,12,6.09,7.81,489,2025-05-22,2025-09-29,130,Summer
01-08-2025,P0231,15718424.63,South,Transposition,765 kV AIS,18,100,4,12,50,105.34,Low,21.788890410958906,1.54,11.9,1.24,125,12.64,4,9,15,13,6.18,7.77,489,2023-03-19,2023-09-15,180,Summer
01-09-2025,P0231,15718424.63,South,Transposition,765 kV AIS,18,100,4,12,26,110.43,Low,25.51668493150685,2.03,14.7,1.57,156,15.8,3,10,15,13,6.32,10.04,489,2024-06-18,2024-10-11,115,Summer
01-10-2025,P0231,15718424.63,South,Transposition,765 kV AIS,18,100,4,12,52,107.94,Low,21.90018082191781,2.04,15.34,1.65,161,16.59,3,9,17,12,6.1,10.04,489,2023-07-29,2023-12-28,152,Monsoon
01-11-2025,P0231,15718424.63,South,Transposition,765 kV AIS,18,100,4,12,21,115.76,Low,20.864046575342467,2.01,14.65,1.59,156,15.99,4,9,17,13,6.18,10.0,489,2024-07-06,2024-10-31,117,Monsoon
01-12-2025,P0231,15718424.63,South,Transposition,765 kV AIS,18,100,4,12,31,115.03,Low,22.937335616438357,1.85,13.45,1.48,143,14.86,3,10,17,13,6.47,9.0,489,2025-04-25,2025-08-08,105,Summer
01-01-2025,P0232,10059614.42,Central,Transposition,765 kV GIS,28,100,1,6,19,100.9,High,10.176657534246576,0.96,7.07,0.75,72,7.66,4,10,16,12,6.06,4.85,277,2022-09-30,2023-02-27,150,Monsoon
01-02-2025,P0232,10059614.42,Central,Transposition,765 kV GIS,28,100,1,6,25,102.65,High,17.23761780821918,1.37,10.31,1.08,106,10.77,4,10,17,13,6.04,6.8,277,2023-05-12,2023-09-02,113,Summer
01-03-2025,P0232,10059614.42,Central,Transposition,765 kV GIS,28,100,1,6,37,102.47,High,18.74776438356164,1.75,13.11,1.43,139,14.43,3,10,15,13,6.07,8.96,277,2022-08-11,2022-12-01,112,Monsoon
01-04-2025,P0232,10059614.42,Central,Transposition,765 kV GIS,28,100,1,6,13,104.69,High,23.397273972602743,2.02,15.23,1.58,158,16.23,3,10,15,12,6.1,9.8,277,2025-01-09,2025-05-16,127,Winter
01-05-2025,P0232,10059614.42,Central,Transposition,765 kV GIS,28,100,1,6,23,104.94,High,24.884697260273978,1.96,14.76,1.54,153,15.64,4,10,16,12,6.26,9.62,277,2023-06-19,2023-10-24,127,Summer
01-06-2025,P0232,10059614.42,Central,Transposition,765 kV GIS,28,100,1,6,12,107.47,High,19.475123287671234,1.67,12.39,1.3,128,12.95,4,9,15,12,6.46,8.27,277,2022-11-06,2023-03-25,139,Winter
01-03-2025,P0233,28393561.83,West,Suspension,765 kV GIS,12,200,3,9,53,101.56,Low,33.785836986301376,2.66,20.52,2.2,66,22.0,4,10,17,13,6.21,13.53,923,2022-06-13,2022-09-12,91,Summer
01-04-2025,P0233,28393561.83,West,Suspension,765 kV GIS,12,200,3,9,32,103.47,Low,54.67403835616438,4.12,30.08,3.28,101,33.17,4,10,16,12,6.29,20.28,923,2024-04-29,2024-10-04,158,Summer
01-05-2025,P0233,28393561.83,West,Suspension,765 kV GIS,12,200,3,9,38,106.45,Low,63.515287671232876,5.29,39.28,4.26,130,42.75,4,10,15,12,6.43,26.46,923,2023-11-09,2024-04-19,162,Winter
01-06-2025,P0233,28393561.83,West,Suspension,765 kV GIS,12,200,3,9,52,106.08,Low,80.71706575342466,6.22,46.86,4.95,150,49.39,3,10,15,13,6.25,30.63,923,2022-05-31,2022-10-26,148,Summer
01-07-2025,P0233,28393561.83,West,Suspension,765 kV GIS,12,200,3,9,57,105.6,Low,57.311123287671236,4.47,33.58,3.59,111,36.61,4,9,15,13,6.47,22.59,923,2022-02-08,2022-08-01,174,Winter
01-08-2025,P0233,28393561.83,West,Suspension,765 kV GIS,12,200,3,9,27,110.11,Low,39.775068493150684,3.85,28.82,3.02,95,31.02,3,10,16,12,6.19,19.03,923,2022-08-24,2022-12-21,119,Monsoon
01-09-2025,P0233,28393561.83,West,Suspension,765 kV GIS,12,200,3,9,29,110.6,Low,41.564441095890416,3.94,29.35,3.15,95,31.4,3,9,16,12,6.33,19.77,923,2023-08-24,2024-01-07,136,Monsoon
01-04-2025,P0234,34365509.9,North,Terminal,132 kV GIS,28,50,4,12,32,103.13,Medium,24.245890410958904,1.95,14.48,1.56,92,15.09,2,3,7,4,2.24,9.8,985,2024-02-15,2024-08-13,180,Winter
01-05-2025,P0234,34365509.9,North,Terminal,132 kV GIS,28,50,4,12,50,103.97,Medium,30.640109589041096,2.6,19.51,2.08,126,20.69,2,4,7,4,2.38,12.73,985,2022-02-19,2022-06-25,126,Winter
01-06-2025,P0234,34365509.9,North,Terminal,132 kV GIS,28,50,4,12,52,107.16,Medium,39.50958904109589,3.2,24.08,2.63,155,25.75,1,3,5,4,2.27,16.02,985,2024-01-09,2024-06-01,144,Winter
01-07-2025,P0234,34365509.9,North,Terminal,132 kV GIS,28,50,4,12,44,105.09,Medium,36.56020273972603,2.7,20.39,2.18,134,21.65,2,3,6,5,2.16,13.8,985,2025-04-22,2025-10-15,176,Summer
01-08-2025,P0234,34365509.9,North,Terminal,132 kV GIS,28,50,4,12,33,111.81,Medium,30.390879452054797,2.83,21.31,2.28,133,22.21,2,3,7,4,2.32,13.85,985,2024-07-16,2024-12-14,151,Monsoon
01-09-2025,P0234,34365509.9,North,Terminal,132 kV GIS,28,50,4,12,32,107.02,Medium,42.45994520547946,3.69,27.3,2.87,175,29.54,2,3,7,5,2.02,18.25,985,2023-11-13,2024-03-14,122,Winter
01-10-2025,P0234,34365509.9,North,Terminal,132 kV GIS,28,50,4,12,38,111.83,Medium,53.049489041095896,3.84,29.22,3.06,184,30.18,2,3,5,5,2.06,19.15,985,2024-05-20,2024-11-15,179,Summer
01-11-2025,P0234,34365509.9,North,Terminal,132 kV GIS,28,50,4,12,52,110.5,Medium,50.46691506849316,3.79,28.67,3.05,187,30.61,1,4,5,4,2.25,19.36,985,2022-05-14,2022-10-05,144,Summer
01-12-2025,P0234,34365509.9,North,Terminal,132 kV GIS,28,50,4,12,49,114.01,Medium,41.98758904109589,3.63,27.45,3.01,181,29.94,2,4,7,5,2.29,18.55,985,2023-02-05,2023-05-23,107,Winter
01-01-2025,P0235,31101252.94,Central,Tension,HVDC,18,200,1,7,47,100.57,Low,31.604205479452055,2.76,21.0,2.23,38,22.85,5,13,20,16,8.18,14.15,959,2023-02-27,2023-06-06,99,Winter
01-02-2025,P0235,31101252.94,Central,Tension,HVDC,18,200,1,7,30,101.88,Low,52.23244520547945,3.84,28.26,3.12,51,31.2,4,12,22,16,8.4,19.45,959,2025-05-04,2025-10-16,165,Summer
01-03-2025,P0235,31101252.94,Central,Tension,HVDC,18,200,1,7,42,104.41,Low,53.48475616438357,4.92,37.89,3.93,68,40.26,5,12,22,16,8.39,24.69,959,2023-07-30,2023-12-03,126,Monsoon
01-04-2025,P0235,31101252.94,Central,Tension,HVDC,18,200,1,7,29,104.96,Low,74.81972465753427,5.86,44.46,4.65,80,46.39,4,13,21,17,8.35,28.81,959,2025-03-01,2025-07-16,137,Summer
01-05-2025,P0235,31101252.94,Central,Tension,HVDC,18,200,1,7,48,106.07,Low,68.58214520547946,6.21,45.31,4.93,83,48.34,4,13,20,17,8.4,30.55,959,2024-09-11,2025-03-01,171,Monsoon
01-06-2025,P0235,31101252.94,Central,Tension,HVDC,18,200,1,7,24,104.92,Low,65.69124657534246,5.78,43.37,4.65,76,46.42,4,13,22,17,8.21,28.58,959,2022-02-14,2022-05-16,91,Winter
01-07-2025,P0235,31101252.94,Central,Tension,HVDC,18,200,1,7,29,106.37,Low,35.725031506849305,3.44,26.05,2.74,45,27.04,5,13,20,17,8.34,17.24,959,2022-07-05,2022-10-14,101,Monsoon
01-02-2025,P0236,48099623.8,South,Tension,132 kV AIS,18,150,2,12,39,101.18,Low,27.551416438356167,2.62,20.01,2.1,74,21.57,1,4,6,4,2.43,13.41,1512,2024-08-29,2024-12-28,121,Monsoon
01-03-2025,P0236,48099623.8,South,Tension,132 kV AIS,18,150,2,12,24,101.99,Low,40.83516438356165,3.58,27.09,2.9,101,29.2,2,3,6,5,2.02,18.11,1512,2023-12-22,2024-04-09,109,Winter
01-04-2025,P0236,48099623.8,South,Tension,132 kV AIS,18,150,2,12,56,105.66,Low,51.90801369863014,4.59,34.07,3.61,127,35.69,2,3,5,5,2.25,23.05,1512,2023-10-15,2024-02-05,113,Winter
01-05-2025,P0236,48099623.8,South,Tension,132 kV AIS,18,150,2,12,55,104.6,Low,59.20055753424658,5.32,41.02,4.27,151,43.38,2,3,6,4,2.32,27.06,1512,2024-09-17,2025-02-05,141,Monsoon
01-06-2025,P0236,48099623.8,South,Tension,132 kV AIS,18,150,2,12,40,107.81,Low,75.13454794520548,6.24,45.69,4.96,170,50.29,1,4,7,5,2.41,30.55,1512,2022-01-08,2022-06-30,173,Winter
01-07-2025,P0236,48099623.8,South,Tension,132 kV AIS,18,150,2,12,26,109.42,Low,57.2761095890411,4.68,34.92,3.82,131,37.97,1,3,5,5,2.29,24.13,1512,2022-12-09,2023-04-26,138,Winter
01-08-2025,P0236,48099623.8,South,Tension,132 kV AIS,18,150,2,12,44,105.48,Low,56.84363013698632,4.41,33.14,3.55,121,35.3,1,3,5,5,2.21,22.28,1512,2022-05-26,2022-09-03,100,Summer
01-09-2025,P0236,48099623.8,South,Tension,132 kV AIS,18,150,2,12,55,110.2,Low,62.31197260273973,5.47,39.93,4.21,148,42.94,1,3,5,5,2.29,27.29,1512,2023-11-22,2024-04-02,132,Winter
01-10-2025,P0236,48099623.8,South,Tension,132 kV AIS,18,150,2,12,31,114.59,Low,57.12563835616438,5.24,38.87,4.2,144,41.64,2,3,6,4,2.16,26.1,1512,2022-09-05,2023-03-02,178,Monsoon
01-11-2025,P0236,48099623.8,South,Tension,132 kV AIS,18,150,2,12,31,114.04,Low,65.62720547945206,4.67,36.17,3.86,130,37.85,2,4,7,5,2.14,24.07,1512,2022-04-30,2022-10-27,180,Summer
01-12-2025,P0236,48099623.8,South,Tension,132 kV AIS,18,150,2,12,22,106.36,Low,42.483710958904105,4.22,30.49,3.25,115,33.29,2,3,7,5,2.46,20.78,1512,2023-08-17,2023-11-18,93,Monsoon
01-01-2025,P0237,24979757.85,Central,Suspension,765 kV AIS,28,80,1,11,57,100.55,Medium,17.470320547945207,1.32,9.99,1.09,18,10.67,3,9,16,13,6.33,6.69,723,2023-03-08,2023-08-02,147,Summer
01-02-2025,P0237,24979757.85,Central,Suspension,765 kV AIS,28,80,1,11,58,101.75,Medium,18.363254794520547,1.62,12.46,1.3,21,13.06,3,10,17,12,6.22,8.22,723,2024-07-16,2025-01-08,176,Monsoon
01-03-2025,P0237,24979757.85,Central,Suspension,765 kV AIS,28,80,1,11,21,101.54,Medium,23.507191780821916,2.05,15.73,1.66,27,16.79,3,10,17,12,6.41,10.28,723,2022-02-06,2022-05-14,97,Winter
01-04-2025,P0237,24979757.85,Central,Suspension,765 kV AIS,28,80,1,11,34,104.12,Medium,31.432771232876714,2.44,18.5,2.0,34,19.91,4,9,15,12,6.28,12.3,723,2024-05-07,2024-09-03,119,Summer
01-05-2025,P0237,24979757.85,Central,Suspension,765 kV AIS,28,80,1,11,53,106.76,Medium,30.263486301369863,2.87,21.35,2.22,38,22.96,4,9,16,13,6.08,14.03,723,2023-07-07,2023-11-09,125,Monsoon
01-06-2025,P0237,24979757.85,Central,Suspension,765 kV AIS,28,80,1,11,25,105.91,Medium,41.59280821917809,3.02,23.48,2.42,42,24.45,4,9,16,13,6.28,15.42,723,2025-05-04,2025-10-26,175,Summer
01-07-2025,P0237,24979757.85,Central,Suspension,765 kV AIS,28,80,1,11,54,108.04,Medium,28.677082191780823,2.24,17.13,1.83,31,18.13,4,9,15,12,6.11,11.33,723,2023-01-13,2023-07-11,179,Winter
01-08-2025,P0237,24979757.85,Central,Suspension,765 kV AIS,28,80,1,11,53,111.73,Medium,20.81574246575342,2.07,15.62,1.64,27,16.37,4,10,16,13,6.38,10.07,723,2022-07-28,2022-10-28,92,Monsoon
01-09-2025,P0237,24979757.85,Central,Suspension,765 kV AIS,28,80,1,11,44,112.92,Medium,25.876553424657537,2.39,17.8,1.91,32,19.13,4,10,17,13,6.46,11.62,723,2024-09-13,2025-02-22,162,Monsoon
01-10-2025,P0237,24979757.85,Central,Suspension,765 kV AIS,28,80,1,11,53,108.81,Medium,28.29486301369863,2.16,16.58,1.76,29,17.65,3,9,15,12,6.35,11.02,723,2024-04-22,2024-09-14,145,Summer
01-11-2025,P0237,24979757.85,Central,Suspension,765 kV AIS,28,80,1,11,46,115.2,Medium,21.789041095890415,1.9,14.12,1.49,25,15.43,3,10,16,12,6.25,9.52,723,2023-11-01,2024-02-04,95,Winter
01-03-2025,P0238,31169059.89,North,Suspension,400 kV GIS,18,50,3,12,26,104.43,Low,20.525030136986302,1.95,14.59,1.57,73,15.09,2,6,12,9,4.02,9.47,941,2022-09-15,2023-01-15,122,Monsoon
01-04-2025,P0238,31169059.89,North,Suspension,400 kV GIS,18,50,3,12,30,102.4,Low,33.8514904109589,2.69,19.98,2.12,99,20.75,3,6,12,9,4.36,13.08,941,2025-05-28,2025-09-12,107,Summer
01-05-2025,P0238,31169059.89,North,Suspension,400 kV GIS,18,50,3,12,36,107.41,Low,36.68899315068493,3.38,25.61,2.74,126,26.54,2,6,10,8,4.39,16.75,941,2023-09-10,2024-02-14,157,Monsoon
01-06-2025,P0238,31169059.89,North,Suspension,400 kV GIS,18,50,3,12,39,107.43,Low,55.106519178082195,4.03,30.24,3.25,153,32.3,2,7,10,9,4.37,19.88,941,2023-03-18,2023-09-01,167,Summer
01-07-2025,P0238,31169059.89,North,Suspension,400 kV GIS,18,50,3,12,30,104.17,Low,36.58027397260274,3.22,24.09,2.55,123,25.91,2,7,10,9,4.44,15.72,941,2022-02-01,2022-05-22,110,Winter
01-08-2025,P0238,31169059.89,North,Suspension,400 kV GIS,18,50,3,12,29,106.92,Low,33.316471232876715,3.05,23.0,2.44,117,24.31,2,7,10,9,4.06,15.54,941,2023-08-01,2024-01-14,166,Monsoon
01-09-2025,P0238,31169059.89,North,Suspension,400 kV GIS,18,50,3,12,28,106.23,Low,42.63632876712329,3.72,28.58,2.95,140,29.57,2,7,11,9,4.46,18.99,941,2024-12-18,2025-03-26,98,Winter
01-10-2025,P0238,31169059.89,North,Suspension,400 kV GIS,18,50,3,12,36,112.19,Low,38.7612,3.64,27.11,2.96,136,29.48,3,7,12,9,4.12,18.37,941,2023-08-18,2024-01-11,146,Monsoon
01-11-2025,P0238,31169059.89,North,Suspension,400 kV GIS,18,50,3,12,24,115.52,Low,40.82732876712329,3.4,24.85,2.65,126,26.7,3,7,12,8,4.28,16.56,941,2023-01-08,2023-06-18,161,Winter
01-12-2025,P0238,31169059.89,North,Suspension,400 kV GIS,18,50,3,12,34,111.71,Low,31.929534246575344,2.94,21.58,2.29,110,22.79,2,7,10,9,4.43,14.67,941,2024-07-20,2024-12-17,150,Monsoon
01-01-2025,P0239,28664982.18,Central,Transposition,HVDC,12,200,1,11,55,100.84,Low,21.515547945205476,1.82,14.03,1.51,80,14.65,4,13,22,17,8.39,9.26,997,2023-12-06,2024-03-20,105,Winter
01-02-2025,P0239,28664982.18,Central,Transposition,HVDC,12,200,1,11,24,102.15,Low,27.283109589041096,2.26,17.15,1.79,97,18.1,5,13,21,16,8.13,11.26,997,2023-12-11,2024-05-06,147,Winter
01-03-2025,P0239,28664982.18,Central,Transposition,HVDC,12,200,1,11,47,102.78,Low,36.00164383561645,2.89,21.6,2.27,120,23.09,5,13,22,17,8.33,14.34,997,2022-06-08,2022-09-11,95,Summer
01-04-2025,P0239,28664982.18,Central,Transposition,HVDC,12,200,1,11,33,104.2,Low,42.82654109589042,3.41,25.46,2.74,145,27.61,4,13,22,17,8.14,16.94,997,2022-03-11,2022-06-14,95,Summer
01-05-2025,P0239,28664982.18,Central,Transposition,HVDC,12,200,1,11,31,106.78,Low,44.1935205479452,3.83,29.44,3.07,165,31.61,4,13,21,16,8.33,19.52,997,2022-12-25,2023-04-01,97,Winter
01-06-2025,P0239,28664982.18,Central,Transposition,HVDC,12,200,1,11,26,104.38,Low,50.51760273972602,4.17,31.28,3.37,181,33.95,5,13,21,17,8.25,20.82,997,2025-01-05,2025-06-01,147,Winter
01-07-2025,P0239,28664982.18,Central,Transposition,HVDC,12,200,1,11,54,109.13,Low,41.50595342465754,3.11,23.91,2.5,133,25.23,5,13,20,16,8.26,15.86,997,2024-03-10,2024-08-09,152,Summer
01-08-2025,P0239,28664982.18,Central,Transposition,HVDC,12,200,1,11,46,111.64,Low,33.212,2.8,21.45,2.27,121,22.87,4,12,21,16,8.33,14.15,997,2024-11-28,2025-04-21,144,Winter
01-09-2025,P0239,28664982.18,Central,Transposition,HVDC,12,200,1,11,50,105.84,Low,39.25910958904109,3.22,24.65,2.6,139,25.76,4,12,20,16,8.06,16.1,997,2025-02-04,2025-07-21,167,Winter
01-10-2025,P0239,28664982.18,Central,Transposition,HVDC,12,200,1,11,53,111.76,Low,39.48395753424657,3.0,22.92,2.36,129,23.68,5,13,20,16,8.22,14.82,997,2022-03-07,2022-08-03,149,Summer
01-11-2025,P0239,28664982.18,Central,Transposition,HVDC,12,200,1,11,40,114.01,Low,34.58407534246575,2.64,19.95,2.1,113,21.26,4,13,22,16,8.42,13.24,997,2025-05-15,2025-10-07,145,Summer
01-01-2025,P0240,17903472.98,South,Terminal,400 kV AIS,12,50,1,6,21,100.61,Low,26.451293150684933,2.06,15.41,1.65,226,15.96,2,7,12,9,4.14,9.96,590,2025-03-18,2025-08-18,153,Summer
01-02-2025,P0240,17903472.98,South,Terminal,400 kV AIS,12,50,1,6,20,102.4,Low,37.55166438356165,2.92,21.98,2.32,329,22.89,2,7,12,9,4.02,14.66,590,2023-06-10,2023-10-23,135,Summer
01-03-2025,P0240,17903472.98,South,Terminal,400 kV AIS,12,50,1,6,27,102.55,Low,45.48734246575342,3.83,28.1,2.96,436,29.99,3,6,11,9,4.43,19.0,590,2022-11-19,2023-04-10,142,Winter
01-04-2025,P0240,17903472.98,South,Terminal,400 kV AIS,12,50,1,6,55,105.86,Low,49.656164383561645,4.25,32.14,3.34,480,33.38,2,6,10,9,4.47,21.65,590,2023-01-29,2023-05-22,113,Winter
01-05-2025,P0240,17903472.98,South,Terminal,400 kV AIS,12,50,1,6,38,107.05,Low,54.119819178082196,4.18,31.0,3.37,478,33.41,3,7,11,8,4.41,20.54,590,2022-06-09,2022-10-15,128,Summer
01-06-2025,P0240,17903472.98,South,Terminal,400 kV AIS,12,50,1,6,41,108.9,Low,38.646986301369864,3.54,26.6,2.77,392,28.04,3,7,11,9,4.12,17.49,590,2022-08-24,2023-02-10,170,Monsoon
01-02-2025,P0241,63168505.24,South,Tension,765 kV AIS,28,80,2,7,40,101.04,Medium,68.57066986301369,5.4,40.45,4.32,180,42.69,3,9,17,12,6.4,26.63,1649,2025-04-29,2025-09-09,133,Summer
01-03-2025,P0241,63168505.24,South,Tension,765 kV AIS,28,80,2,7,56,104.0,Medium,110.21657945205482,8.42,63.57,6.73,282,67.1,4,9,16,12,6.39,43.05,1649,2025-05-18,2025-10-04,139,Summer
01-04-2025,P0241,63168505.24,South,Tension,765 kV AIS,28,80,2,7,38,103.37,Medium,131.892,10.92,81.96,8.9,382,89.28,3,9,17,13,6.15,55.05,1649,2024-12-21,2025-05-16,146,Winter
01-05-2025,P0241,63168505.24,South,Tension,765 kV AIS,28,80,2,7,55,102.51,Medium,162.04075890410962,12.45,94.03,10.09,421,98.43,3,9,15,12,6.38,62.53,1649,2024-04-16,2024-09-06,143,Summer
01-06-2025,P0241,63168505.24,South,Tension,765 kV AIS,28,80,2,7,38,107.06,Medium,137.4632602739726,12.03,89.34,9.63,404,97.18,3,9,15,13,6.16,60.72,1649,2022-01-30,2022-05-07,97,Winter
01-07-2025,P0241,63168505.24,South,Tension,765 kV AIS,28,80,2,7,27,108.82,Medium,94.61916712328768,7.24,54.78,5.78,240,58.35,4,9,16,12,6.15,36.5,1649,2023-03-19,2023-08-08,142,Summer
01-03-2025,P0242,11176816.94,East,Suspension,132 kV GIS,18,150,3,8,53,104.24,Medium,13.870356164383562,1.19,9.05,0.93,55,9.36,1,4,5,5,2.19,5.83,346,2022-11-13,2023-03-24,131,Winter
01-04-2025,P0242,11176816.94,East,Suspension,132 kV GIS,18,150,3,8,50,102.81,Medium,22.397808219178078,1.89,13.78,1.5,84,14.82,2,4,7,5,2.14,9.16,346,2025-02-11,2025-07-11,150,Winter
01-05-2025,P0242,11176816.94,East,Suspension,132 kV GIS,18,150,3,8,29,105.57,Medium,30.903158904109596,2.48,18.05,1.96,113,19.48,2,4,5,4,2.42,12.03,346,2022-06-22,2022-10-03,103,Summer
01-06-2025,P0242,11176816.94,East,Suspension,132 kV GIS,18,150,3,8,49,104.89,Medium,34.99555068493151,2.71,20.17,2.2,125,21.43,2,3,5,4,2.23,13.48,346,2025-05-26,2025-10-07,134,Summer
01-07-2025,P0242,11176816.94,East,Suspension,132 kV GIS,18,150,3,8,25,103.9,Medium,25.702057534246578,1.89,14.11,1.5,86,14.89,2,3,5,4,2.47,9.46,346,2025-06-20,2025-12-09,172,Summer
01-08-2025,P0242,11176816.94,East,Suspension,132 kV GIS,18,150,3,8,23,106.18,Medium,17.92623287671233,1.43,10.57,1.13,66,11.18,1,3,5,5,2.06,7.01,346,2025-04-17,2025-07-21,95,Summer
01-02-2025,P0243,51368554.2,North,Transposition,400 kV AIS,28,80,2,9,21,102.29,Low,47.43201506849316,3.62,27.49,2.86,133,28.29,3,7,12,8,4.37,18.37,1482,2022-05-27,2022-10-01,127,Summer
01-03-2025,P0243,51368554.2,North,Transposition,400 kV AIS,28,80,2,9,35,102.31,Low,56.5229095890411,5.22,39.68,4.22,193,41.34,2,6,10,8,4.44,26.38,1482,2023-09-16,2024-02-15,152,Monsoon
01-04-2025,P0243,51368554.2,North,Transposition,400 kV AIS,28,80,2,9,53,103.73,Low,79.63154794520547,6.78,51.66,5.54,250,55.36,2,6,12,9,4.1,34.12,1482,2025-02-19,2025-06-18,119,Winter
01-05-2025,P0243,51368554.2,North,Transposition,400 kV AIS,28,80,2,9,28,106.05,Low,97.81775342465752,7.96,60.48,6.4,300,64.33,2,7,10,8,4.49,40.23,1482,2024-10-16,2025-04-08,174,Winter
01-06-2025,P0243,51368554.2,North,Transposition,400 kV AIS,28,80,2,9,39,108.46,Low,92.92736712328767,8.87,65.45,6.95,323,71.06,2,7,12,8,4.0,43.18,1482,2024-07-02,2024-11-12,133,Monsoon
01-07-2025,P0243,51368554.2,North,Transposition,400 kV AIS,28,80,2,9,45,107.48,Low,69.62660273972602,6.3,47.0,4.88,234,50.44,3,6,10,8,4.08,31.57,1482,2022-11-21,2023-02-26,97,Winter
01-08-2025,P0243,51368554.2,North,Transposition,400 kV AIS,28,80,2,9,59,110.71,Low,62.032315068493155,5.15,39.14,4.14,191,42.08,2,6,11,8,4.19,25.57,1482,2023-02-03,2023-06-22,139,Winter
01-09-2025,P0243,51368554.2,North,Transposition,400 kV AIS,28,80,2,9,25,107.64,Low,63.38317808219178,5.27,39.09,4.22,193,42.5,2,7,12,9,4.39,25.74,1482,2025-01-06,2025-06-07,152,Winter
01-02-2025,P0244,25638131.78,North,Terminal,132 kV GIS,28,50,2,9,50,101.96,Medium,21.684,1.86,13.64,1.45,171,14.94,2,3,6,5,2.06,9.2,753,2022-01-20,2022-06-15,146,Winter
01-03-2025,P0244,25638131.78,North,Terminal,132 kV GIS,28,50,2,9,21,103.23,Medium,35.84252054794521,2.68,19.62,2.13,250,21.55,2,3,6,5,2.19,13.36,753,2022-04-08,2022-09-26,171,Summer
01-04-2025,P0244,25638131.78,North,Terminal,132 kV GIS,28,50,2,9,22,105.89,Medium,43.63458904109589,3.43,25.6,2.81,326,27.29,1,3,7,5,2.02,17.45,753,2022-05-15,2022-08-18,95,Summer
01-05-2025,P0244,25638131.78,North,Terminal,132 kV GIS,28,50,2,9,27,105.39,Medium,50.584931506849315,4.06,31.14,3.31,387,32.31,1,4,5,5,2.01,20.56,753,2022-02-10,2022-07-30,170,Winter
01-06-2025,P0244,25638131.78,North,Terminal,132 kV GIS,28,50,2,9,57,103.7,Medium,59.67964109589041,4.35,32.79,3.52,419,36.16,1,4,5,4,2.49,21.98,753,2022-03-08,2022-08-28,173,Summer
